conhecimento,item,tipoembalagem,quantidade,marca,contramarca,tipobloqueio1,motivobloqueio1,justificativabloqueio1,cpfresponsavelbloqueio1,nomeresponsavelbloqueio1,databloqueio1,horabloqueio1,desbloqueadopelotransportador1,cpfresponsaveldesbloqueio1,nomeresponsaveldesbloqueio1,datadesbloqueio1,horadesbloqueio1,justificativadesbloqueio1,tipobloqueio2,motivobloqueio2,justificativabloqueio2,cpfresponsavelbloqueio2,nomeresponsavelbloqueio2,databloqueio2,horabloqueio2,desbloqueadopelotransportador2,cpfresponsaveldesbloqueio2,nomeresponsaveldesbloqueio2,datadesbloqueio2,horadesbloqueio2,justificativadesbloqueio2,tipobloqueio3,motivobloqueio3,justificativabloqueio3,cpfresponsavelbloqueio3,nomeresponsavelbloqueio3,databloqueio3,horabloqueio3,desbloqueadopelotransportador3,cpfresponsaveldesbloqueio3,nomeresponsaveldesbloqueio3,datadesbloqueio3,horadesbloqueio3,justificativadesbloqueio3,tipobloqueio4,motivobloqueio4,justificativabloqueio4,cpfresponsavelbloqueio4,nomeresponsavelbloqueio4,databloqueio4,horabloqueio4,desbloqueadopelotransportador4,cpfresponsaveldesbloqueio4,nomeresponsaveldesbloqueio4,datadesbloqueio4,horadesbloqueio4,justificativadesbloqueio4,quantidadebloqueiosativos,quantidadebloqueiosinativos,indicadorhistoricobloqueio,indicadorhistoricopedidoretificacao,pesobrutoitem(kg),volumeitem(m3),codigomercadoriaperigosa,codigoclassemercadoriaperigosa
151707130051110,0001,outros,0000001,caterpillar inc.ring power corp.,box installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707130051110,0002,outros,0000001,caterpillar inc.ring power corp.,pallet push arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707130051110,0003,outros,0000001,caterpillar inc.ring power corp.,box grab handles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707130051110,0004,outros,0000001,caterpillar inc.ring power corp.,piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707130051200,0001,outros,0000001,caterpillar inc.ring power corp.,box grab handles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707130051200,0002,outros,0000001,caterpillar inc.ring power corp.,piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707130051200,0003,outros,0000001,caterpillar inc.ring power corp.,pallet push arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707130051200,0004,outros,0000001,caterpillar inc.ring power corp.,box installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707130051382,0001,outros,0000001,caterpillar inc.ring power corp.,box installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707130051382,0002,outros,0000001,caterpillar inc.ring power corp.,box grab handles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707130051382,0003,outros,0000001,caterpillar inc.ring power corp.,piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707130051382,0004,outros,0000001,caterpillar inc.ring power corp.,pallet push arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707130051463,0001,outros,0000001,caterpillar inc.ring power corp.,piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707130051463,0002,outros,0000001,caterpillar inc.ring power corp.,box installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707130051463,0003,outros,0000001,caterpillar inc.ring power corp.,pallet push arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707130051463,0004,outros,0000001,caterpillar inc.ring power corp.,box grab handles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707130081451,0001,outros,0000001,caterpillar inc.giles & ransome inc.,box grab handles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707130081451,0002,outros,0000001,caterpillar inc.giles & ransome inc.,piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707130081451,0003,outros,0000001,caterpillar inc.giles & ransome inc.,box installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707130081451,0004,outros,0000001,caterpillar inc.giles & ransome inc.,pallet push arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707130081702,0001,outros,0000001,caterpillar inc giles & ransome inc.,box grab handles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707130081702,0002,outros,0000001,caterpillar inc giles & ransome inc.,piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707130081702,0003,outros,0000001,caterpillar inc giles & ransome inc.,box installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707130081702,0004,outros,0000001,caterpillar inc giles & ransome inc.,pallet push arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707130116697,0001,outros,0000001,alsertec s.a.s y/o gecolsa,(one) pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001110,000","0000000002,500",,
151707130132706,0001,outros,0000001,nicaragua machinery co.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001090,000","0000000002,730",,
151707128828103,0002,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0020-45,hbzn0140ahaf06105a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000018,000","0000000000,000",,
151707128828286,0002,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0020-45,hbznw20fvhae08902a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000018,000","0000000000,000",,
151707128828286,0003,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0020-45,hbzn0845chaf06017a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000018,000","0000000000,000",,
151707128828286,0004,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0020-45,hbzn0865jhaf06070a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000018,000","0000000000,000",,
151707128827204,0003,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0020-45,hbzn0845thaf05988a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000018,000","0000000000,000",,
151707128827204,0004,caixa de outros materiais,0000001,cnh industrial brasil ltda - 01.844.555/0020-45,hbzn0845vhaf05991a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000018,000","0000000000,000",,
151707128827395,0001,caixa de outros materiais,0000001,cnh industrial brasil ltda. - 01.844.555/0023-98,prcy8800hhpa03324a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002900,000","0000000000,000",,
151707128827395,0002,caixa de outros materiais,0000001,cnh industrial brasil ltda. - 01.844.555/0023-98,prcy8800hhpa03323b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001800,000","0000000000,000",,
151707128827395,0003,caixa de outros materiais,0000001,cnh industrial brasil ltda. - 01.844.555/0023-98,prcy8800hhpa03323a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002900,000","0000000000,000",,
151707128827395,0004,caixa de outros materiais,0000001,cnh industrial brasil ltda. - 01.844.555/0023-98,prcy8800hhpa03324b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001800,000","0000000000,000",,
151707128827395,0005,caixa de outros materiais,0000001,cnh industrial brasil ltda. - 01.844.555/0023-98,prcy8800khpa03322b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001800,000","0000000000,000",,
151707128827395,0006,caixa de outros materiais,0000001,cnh industrial brasil ltda. - 01.844.555/0023-98,prcy8800khpa03322a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002900,000","0000000000,000",,
151707128827395,0007,caixa de outros materiais,0000001,cnh industrial brasil ltda. - 01.844.555/0023-98,prcy8800khpa03314b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001800,000","0000000000,000",,
151707128827395,0008,caixa de outros materiais,0000001,cnh industrial brasil ltda. - 01.844.555/0023-98,prcy8800khpa03314a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002900,000","0000000000,000",,
151707128826585,0001,peca,0000001,metso brasil industria e comercio ltda.,0419450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000008712,000","0000000000,000",,
151707128833441,0003,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129khbb60404a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707128833441,0004,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129jhbb60405a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707128833522,0001,caixa de outros materiais,0000001,caterpillar brasil ltda,6lxdj-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001550,000","0000000000,000",,
151707128833522,0002,caixa de outros materiais,0000001,caterpillar brasil ltda,6lxdk-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001550,000","0000000000,000",,
151707128833522,0003,caixa de outros materiais,0000001,caterpillar brasil ltda,6lxch-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001082,000","0000000000,000",,
151707128833794,0001,caixa de outros materiais,0000001,metso brasil industria e comercio ltda,hp400sor0130-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001240,000","0000000000,000",,
151707128833794,0002,caixa de outros materiais,0000001,metso brasil industria e comercio ltda,hp400sor0130-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000730,000","0000000000,000",,
151707128833794,0003,peca,0000001,metso brasil industria e comercio ltda,hp400sor0130-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000024100,000","0000000000,000",,
151707128833875,0001,peca,0000001,metso brasil industria e comercio ltda.,hp500sor0114-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000033800,000","0000000000,000",,
151707128833875,0002,caixa de outros materiais,0000001,metso brasil industria e comercio ltda.,hp500sor0114-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000700,000","0000000000,000",,
151707128833875,0003,caixa de outros materiais,0000001,metso brasil industria e comercio ltda.,hp500sor0114-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000120,000","0000000000,000",,
151707128833875,0004,caixa de outros materiais,0000001,metso brasil industria e comercio ltda.,hp500sor0114-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001300,000","0000000000,000",,
151707128833875,0005,pallets,0000001,metso brasil industria e comercio ltda.,hp500sor0114-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000200,000","0000000000,000",,
151707128834413,0001,caixa de outros materiais,0000001,caterpillar brasil ltda,6lxck-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001082,000","0000000000,000",,
151707128834413,0002,caixa de outros materiais,0000001,caterpillar brasil ltda,6lxdd-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001550,000","0000000000,000",,
151707128834502,0001,caixa de outros materiais,0000001,caterpillar brasil ltda,6lxcj-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001082,000","0000000000,000",,
151707128834502,0002,caixa de outros materiais,0000001,caterpillar brasil ltda,6lxdl-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001550,000","0000000000,000",,
151707128834685,0006,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129phbb60403a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707128834847,0002,peca,0000001,caterpillar brasil ltda,6mgrf-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000004010,000","0000000000,000",,
151707128834847,0003,pallets,0000001,caterpillar brasil ltda,6mgrf-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000000,000",,
151707128834847,0004,caixa de outros materiais,0000001,caterpillar brasil ltda,6mgrf-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000052,000","0000000000,000",,
151707128834847,0005,caixa de outros materiais,0000001,caterpillar brasil ltda,6mgrf-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,000",,
151707128834847,0006,caixa de outros materiais,0000001,caterpillar brasil ltda,6mgrf-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000890,000","0000000000,000",,
151707128834928,0002,pallets,0000001,volvo do brasil veiculos ltda -,vce0l60fhh0073258a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000525,000","0000000000,000",,
151707128835142,0001,caixa de outros materiais,0000001,caterpillar brasil ltda,6lxcl-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001082,000","0000000000,000",,
151707128835142,0002,caixa de outros materiais,0000001,caterpillar brasil ltda,6lxcd-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001082,000","0000000000,000",,
151707128835576,0001,caixa de outros materiais,0000001,caterpillar brasil ltda,6lxcm-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001082,000","0000000000,000",,
151707128835576,0002,caixa de outros materiais,0000001,caterpillar brasil ltda,6lxcn-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001082,000","0000000000,000",,
151707128835738,0001,caixa de outros materiais,0000001,caterpillar brasil ltda,6mcpn-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000057,000","0000000000,000",,
151707128835738,0002,caixa de outros materiais,0000001,caterpillar brasil ltda,6mcpn-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,000",,
151707128835738,0004,caixa de outros materiais,0000001,caterpillar brasil ltda,6mcpn-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,000",,
151707128835738,0005,peca,0000001,caterpillar brasil ltda,6mcpn-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000000,000",,
151707128835738,0006,pallets,0000001,caterpillar brasil ltda,6mcpn-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000000,000",,
151707128835738,0007,caixa de outros materiais,0000001,caterpillar brasil ltda,6mcpn-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001428,000","0000000000,000",,
151707128835738,0008,caixa de outros materiais,0000001,caterpillar brasil ltda,6mcpn-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000748,000","0000000000,000",,
151707128835738,0009,caixa de outros materiais,0000001,caterpillar brasil ltda,6mcpn-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001076,000","0000000000,000",,
151707128835738,0010,pallets,0000001,caterpillar brasil ltda,6mcpn-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000933,000","0000000000,000",,
151707128835738,0011,caixa de outros materiais,0000001,caterpillar brasil ltda,6mcpn-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000837,000","0000000000,000",,
151707128830000,0001,pallets,0000001,caterpillar brasil ltda,6ppkk-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001340,000","0000000000,000",,
151707128830183,0002,peca,0000001,caterpillar brasil ltda,6mhyc-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000000,000",,
151707128830183,0003,pallets,0000001,caterpillar brasil ltda,6mhyc-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000000,000",,
151707128830183,0004,caixa de outros materiais,0000001,caterpillar brasil ltda,6mhyc-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000720,000","0000000000,000",,
151707128830264,0001,caixa de outros materiais,0000001,caterpillar brasil ltda,6kctc-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001070,000","0000000000,000",,
151707128830507,0004,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129ehbb60400a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707128830507,0005,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129chbb60401a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707128830507,0006,peca,0000001,komatsu do brasil ltda. cnpj: 44.410.199/0001-00,kmt0d129thbb60402a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001335,000","0000000000,000",,
151707128830930,0003,pallets,0000001,caterpillar brasil ltda,6nwjz-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001200,000","0000000000,000",,
151707128830930,0004,pallets,0000001,caterpillar brasil ltda,6ppkv-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001200,000","0000000000,000",,
151707128831074,0002,pallets,0000001,caterpillar brasil ltda,6pptq-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001110,000","0000000000,000",,
151707128831317,0001,peca,0000001,caterpillar brasil ltda,6mhyf-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000000,000",,
151707128831317,0002,peca,0000001,caterpillar brasil ltda,6mhyb-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000000,000",,
151707128831317,0003,peca,0000001,caterpillar brasil ltda,6mhxx-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000000,000",,
151707128831317,0007,pallets,0000001,caterpillar brasil ltda,6mhyf-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000000,000",,
151707128831317,0008,pallets,0000001,caterpillar brasil ltda,6mhyb-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000000,000",,
151707128831317,0009,pallets,0000001,caterpillar brasil ltda,6mhxx-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000000,000",,
151707128831317,0010,caixa de outros materiais,0000001,caterpillar brasil ltda,6mhyf-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000720,000","0000000000,000",,
151707128831317,0011,caixa de outros materiais,0000001,caterpillar brasil ltda,6mhyb-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000720,000","0000000000,000",,
151707128831317,0012,caixa de outros materiais,0000001,caterpillar brasil ltda,6mhxx-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000720,000","0000000000,000",,
151707128831406,0002,pallets,0000001,caterpillar brasil ltda,6nfhb-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001090,000","0000000000,000",,
151707128831589,0002,pallets,0000001,caterpillar brasil ltda,6pjnr-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001110,000","0000000000,000",,
151707128708116,0001,fardo,0010037,fibria 100% planted eucalyptus,made in brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"020074000,000","0000000000,000",,
151707131591194,0002,peca,0000004,locar guindaster e transportes intermodais,pecas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000019200,000","0000000005,095",,
151707131125118,0001,outros,0000008,locar guindastes e transp. intermodais ltda.,auto/truck parts& tires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000038400,000","0000000010,190",,
151707129368122,0001,outros,0001000,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707129368203,0001,outros,0001000,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707129368394,0001,outros,0001000,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707129368475,0001,outros,0000250,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000500000,000","0000000000,000",,
151707132571022,0001,outros,0009614,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"019228000,000","0000000000,000",,
151707132571103,0001,outros,0000350,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000700000,000","0000000000,000",,
151707132571294,0001,outros,0000757,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001514000,000","0000000000,000",,
151707132571375,0001,outros,0004500,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"009000000,000","0000000000,000",,
151707132827868,0005,caixa de outros materiais,0000001,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,750",,
151707132827868,0006,peca,0000001,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
